Institute Name,Branch Name,Category,Gender,Closing Rank,Tuition Fee,Affiliated To
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
INSTITUTE OF AERONAUTICAL ENGINEERING,CIVIL ENGINEERING,BC_C,BOYS,156840,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,54365,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,61478,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,53160,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,53884,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,BOYS,57118,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,37091,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,INFORMATION  TECHNOLOGY,BC_C,BOYS,16843,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,MECHANICAL ENGINEERING,BC_C,BOYS,94896,101000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,98187,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,95236,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,156840,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,105124,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,60452,62000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_C,BOYS,45202,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_C,BOYS,141708,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,46185,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,66909,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,50473,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,44867,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BC_C,BOYS,77510,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,68507,95000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_C,BOYS,52055,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_C,BOYS,66512,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,43200,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,70559,115000,JNTUH
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,44146,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND INFORMATION  TECHNOLOGY,BC_C,BOYS,49570,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,63329,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BC_C,BOYS,73618,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,76992,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,42871,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION  TECHNOLOGY,BC_C,BOYS,66286,115000,JNTUH
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BC_C,BOYS,156840,115000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),CIVIL ENGINEERING,BC_C,BOYS,156840,60000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,42594,60000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,93989,60000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),COMPUTER SCIENCE AND INFORMATION  TECHNOLOGY,BC_C,BOYS,66091,60000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,98424,60000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,137413,60000,JNTUH
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,78932,60000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_C,BOYS,39931,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BC_C,BOYS,112695,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_C,BOYS,156840,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,27200,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,21216,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,49161,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,51681,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMPUTER ENGINEERING,BC_C,BOYS,121743,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,156840,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION  TECHNOLOGY,BC_C,BOYS,60689,110000,JNTUH
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BC_C,BOYS,156840,110000,JNTUH
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BC_C,BOYS,35825,70000,JNTUH
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,87262,70000,JNTUH
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,133702,70000,JNTUH
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,51408,70000,JNTUH
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,75405,70000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,28234,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,BOYS,23386,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,33753,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),INFORMATION TECHNOLOGY,BC_C,BOYS,18821,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),MECHANICAL ENGINEERING,BC_C,BOYS,96488,50000,JNTUH
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,BUILDING SERVICES ENGG,BC_C,BOYS,96424,65000,TUENT C
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,BC_C,BOYS,68396,65000,TUENT C
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,B.PLANNING,BC_C,BOYS,156840,65000,TUENT C
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,BIO-TECHNOLOGY,BC_C,BOYS,44808,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,CHEMICAL ENGINEERING,BC_C,BOYS,43958,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,CIVIL ENGINEERING,BC_C,BOYS,37136,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,2467,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,813,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,1359,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,5143,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,21711,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,GEO INFORMATICS,BC_C,BOYS,52369,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,MECHANICAL ENGINEERING,BC_C,BOYS,12936,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,METALLURGICAL  ENGINEERING,BC_C,BOYS,39042,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,CIVIL ENGINEERING,BC_C,BOYS,72502,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,4984,100000,JNTUH
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,10577,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,70048,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,BTECH MECHANICAL WITH MTECH MANUFACTURING   SYSTEMS,BC_C,BOYS,50726,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,BTECH MECHANICAL WITH MTECH THERMAL ENGG,BC_C,BOYS,46880,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,CIVIL ENGINEERING,BC_C,BOYS,101647,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,19482,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,35651,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,65975,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MECHANICAL ENGINEERING,BC_C,BOYS,31382,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MINING ENGINEERING,BC_C,BOYS,56297,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,CIVIL ENGINEERING,BC_C,BOYS,156840,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,26174,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,46315,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,112951,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,MECHANICAL ENGINEERING,BC_C,BOYS,47748,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,BC_C,BOYS,156840,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,CIVIL ENGINEERING,BC_C,BOYS,85378,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,28270,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,15610,100000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,18052,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,MECHANICAL ENGINEERING,BC_C,BOYS,121099,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,CIVIL ENGINEERING,BC_C,BOYS,156840,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,28491,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,58257,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,57011,50000,JNTUH
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,MECHANICAL ENGINEERING,BC_C,BOYS,107409,50000,JNTUH
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,82340,87000,JNTUH
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,100582,87000,JNTUH
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,84760,87000,JNTUH
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,156840,87000,JNTUH
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BC_C,BOYS,105162,87000,JNTUH
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BC_C,BOYS,74781,69000,JNTUH
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,CIVIL ENGINEERING,BC_C,BOYS,134708,69000,JNTUH
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,61317,69000,JNTUH
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,85596,69000,JNTUH
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,156840,69000,JNTUH
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,BC_C,BOYS,116276,69000,JNTUH
KSHATRIYA COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,107024,55000,JNTUH
KSHATRIYA COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,56891,55000,JNTUH
KSHATRIYA COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,156840,55000,JNTUH
KSHATRIYA COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,BC_C,BOYS,73318,55000,JNTUH
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_C,BOYS,99153,100000,JNTUH
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,48217,100000,JNTUH
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,64278,100000,JNTUH
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,58258,100000,JNTUH
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,71206,100000,JNTUH
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BC_C,BOYS,119040,100000,JNTUH
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,CIVIL ENGINEERING,BC_C,BOYS,62650,125000,KU
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,41201,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,39569,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,15097,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE & ENGINEERING (NETWORKS),BC_C,BOYS,43380,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (IOT),BC_C,BOYS,32137,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_C,BOYS,46820,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS  COMMUNICATION AND INSTRUMENTATION ENGINEERING,BC_C,BOYS,112840,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,68236,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,INFORMATION TECHNOLOGY,BC_C,BOYS,33300,125000,KU
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,MECHANICAL ENGINEERING,BC_C,BOYS,72289,125000,KU
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,CIVIL ENGINEERING,BC_C,BOYS,156840,55000,JNTUH
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,83936,55000,JNTUH
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,153807,55000,JNTUH
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,97382,55000,JNTUH
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_C,BOYS,97602,55000,JNTUH
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MECHANICAL ENGINEERING,BC_C,BOYS,91529,55000,JNTUH
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MINING ENGINEERING,BC_C,BOYS,156840,55000,JNTUH
KESHAV MEMORIAL COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_C,BOYS,40452,62000,JNTUH
KESHAV MEMORIAL COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,51887,62000,JNTUH
KESHAV MEMORIAL COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,25247,62000,JNTUH
KESHAV MEMORIAL COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,44064,62000,JNTUH
KESHAV MEMORIAL COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (IOT),BC_C,BOYS,70959,62000,JNTUH
Institute Name,Branch Name,BC_C,BOYS,BC_C BOYS,Tuition Fee,"TS
Affiliated To"
KESHAV MEMORIAL COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,48835,62000,JNTUH
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE,BC_C,BOYS,36681,70000,OU
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,56903,70000,OU
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,19420,70000,OU
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,26410,103000,JNTUH
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,20337,103000,JNTUH
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,14362,103000,JNTUH
KESHAV MEMORIAL INST OF TECHNOLOGY,INFORMATION  TECHNOLOGY,BC_C,BOYS,34439,103000,JNTUH
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_C,BOYS,84937,65000,JNTUH
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,BC_C,BOYS,124521,65000,JNTUH
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_C,BOYS,39027,65000,JNTUH
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_C,BOYS,94123,65000,JNTUH
