Institute Name,Branch Name,Category,Gender,Closing Rank,Tuition Fee,Affiliated To
SREE CHAITANYA COLLEGE OF ENGINEERING,COMPUTER SCIENCE & DESIGN,BC_A,GIRLS,138591,63000,JNTUH
SREE CHAITANYA COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,137631,63000,JNTUH
SREE CHAITANYA COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,156840,63000,JNTUH
SREE CHAITANYA COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,BC_A,GIRLS,156840,63000,JNTUH
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BC_A,GIRLS,144841,60000,JNTUH
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,135615,60000,JNTUH
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,129629,60000,JNTUH
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,117405,60000,JNTUH
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,146684,60000,JNTUH
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,95259,105000,JNTUH
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,71336,105000,JNTUH
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND INFORMATION  TECHNOLOGY,BC_A,GIRLS,130579,105000,JNTUH
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,100939,105000,JNTUH
CMR TECHNICAL CAMPUS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,110393,105000,JNTUH
CMR TECHNICAL CAMPUS (AUTONOMOUS),INFORMATION  TECHNOLOGY,BC_A,GIRLS,103480,105000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_A,GIRLS,135389,115000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,54188,115000,JNTUH
Institute Name,Branch Name,BC_A,GIRLS,BC_A GIRLS,Tuition Fee,"TS
Affiliated To"
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,43386,115000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,37530,115000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,53844,115000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,72442,115000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,145022,115000,JNTUH
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BC_A,GIRLS,119562,115000,JNTUH
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,73112,110000,JNTUH
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,58786,110000,JNTUH
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,74465,110000,JNTUH
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,110157,110000,JNTUH
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,99246,75000,JNTUH
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,68559,75000,JNTUH
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,102703,75000,JNTUH
CMR ENGG COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,110950,75000,JNTUH
CMR ENGG COLLEGE (AUTONOMOUS),INFORMATION  TECHNOLOGY,BC_A,GIRLS,137757,75000,JNTUH
CVR COLLEGE OF ENGINEERING,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_A,GIRLS,32338,150000,JNTUH
CVR COLLEGE OF ENGINEERING,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BC_A,GIRLS,29852,150000,JNTUH
CVR COLLEGE OF ENGINEERING,CIVIL ENGINEERING,BC_A,GIRLS,83738,150000,JNTUH
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_A,GIRLS,36660,150000,JNTUH
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,31559,150000,JNTUH
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,25547,150000,JNTUH
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,21675,150000,JNTUH
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,23188,150000,JNTUH
CVR COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,45420,150000,JNTUH
CVR COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,85670,150000,JNTUH
CVR COLLEGE OF ENGINEERING,ELECTRONICS AND INSTRUMENTATION  ENGINEERING,BC_A,GIRLS,69696,150000,JNTUH
Institute Name,Branch Name,BC_A,GIRLS,BC_A GIRLS,Tuition Fee,"TS
Affiliated To"
CVR COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,BC_A,GIRLS,137324,150000,JNTUH
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),ARTIFICIAL INTELLIGENCE,BC_A,GIRLS,37693,135000,AG UNIV
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),CIVIL ENGINEERING,BC_A,GIRLS,138191,135000,AG UNIV
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,30535,135000,AG UNIV
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,63284,135000,AG UNIV
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,117867,135000,AG UNIV
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),INFORMATION  TECHNOLOGY,BC_A,GIRLS,42791,135000,AG UNIV
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),MECHANICAL ENGINEERING,BC_A,GIRLS,133631,135000,AG UNIV
DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,156840,50000,JNTUH
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,BC_A,GIRLS,156840,60000,JNTUH
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,139585,60000,JNTUH
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,141410,60000,JNTUH
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,119373,60000,JNTUH
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,98697,60000,JNTUH
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,133729,60000,JNTUH
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,134144,60000,JNTUH
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,145186,60000,JNTUH
D R K INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,156840,60000,JNTUH
D R K INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,146719,60000,JNTUH
D R K INSTITUTE OF SCI AND TECHNOLOGY,MECHANICAL ENGINEERING,BC_A,GIRLS,156840,60000,JNTUH
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,156840,60000,JNTUH
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,137681,60000,JNTUH
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,144647,60000,JNTUH
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,146678,60000,JNTUH
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,142159,60000,JNTUH
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,156840,60000,JNTUH
Institute Name,Branch Name,BC_A,GIRLS,BC_A GIRLS,Tuition Fee,"TS
Affiliated To"
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,MECHANICAL ENGINEERING,BC_A,GIRLS,156840,60000,JNTUH
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_A,GIRLS,85500,100000,JNTUH
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,BIO-TECHNOLOGY,BC_A,GIRLS,133497,100000,JNTUH
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,135474,100000,JNTUH
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,COMPUTER SCIENCE & DESIGN,BC_A,GIRLS,99940,100000,JNTUH
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,156840,100000,JNTUH
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,156840,100000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_A,GIRLS,84462,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,68663,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,63766,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,47329,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,63160,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,86601,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,105269,120000,JNTUH
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BC_A,GIRLS,156840,120000,JNTUH
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,BC_A,GIRLS,156840,70000,JNTUH
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,156840,70000,JNTUH
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,141764,70000,JNTUH
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,78076,70000,JNTUH
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,156840,70000,JNTUH
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE,BC_A,GIRLS,103646,70000,OU
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,53825,70000,OU
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_A,GIRLS,87980,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_A,GIRLS,114484,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,71115,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,53603,120000,JNTUH
Institute Name,Branch Name,BC_A,GIRLS,BC_A GIRLS,Tuition Fee,"TS
Affiliated To"
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,76156,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,104972,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,123133,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,BC_A,GIRLS,97051,120000,JNTUH
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BC_A,GIRLS,54111,120000,JNTUH
GANAPATHI ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,108278,50000,JNTUH
GANAPATHI ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,146587,50000,JNTUH
GANAPATHI ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,156840,50000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,16497,100000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,13033,100000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,16169,100000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,41584,100000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,98064,100000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND TELEMATICS,BC_A,GIRLS,70842,100000,JNTUH
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,INFORMATION  TECHNOLOGY,BC_A,GIRLS,24742,100000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,CIVIL ENGINEERING,BC_A,GIRLS,112925,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),BC_A,GIRLS,25796,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND BUSINESS SYSTEM,BC_A,GIRLS,29072,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,17445,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,14915,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND INFORMATION  TECHNOLOGY,BC_A,GIRLS,33506,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,15569,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,26049,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,71764,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,INFORMATION  TECHNOLOGY,BC_A,GIRLS,22011,130000,JNTUH
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MECHANICAL ENGINEERING,BC_A,GIRLS,126986,130000,JNTUH
Institute Name,Branch Name,BC_A,GIRLS,BC_A GIRLS,Tuition Fee,"TS
Affiliated To"
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_A,GIRLS,97396,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),CIVIL ENGINEERING,BC_A,GIRLS,105654,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,130107,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,91765,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,56968,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,81305,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BC_A,GIRLS,127429,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,143290,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,144629,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),INFORMATION  TECHNOLOGY,BC_A,GIRLS,125459,120000,JNTUH
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),MECHANICAL ENGINEERING,BC_A,GIRLS,129026,120000,JNTUH
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,87659,90000,JNTUH
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,72467,90000,JNTUH
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,95595,90000,JNTUH
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,114823,90000,JNTUH
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,126449,90000,JNTUH
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MECHANICAL ENGINEERING,BC_A,GIRLS,141983,90000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),CIVIL ENGINEERING,BC_A,GIRLS,156840,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,138774,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,122620,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,136807,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BC_A,GIRLS,137320,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,131742,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,133347,66000,JNTUH
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MECHANICAL ENGINEERING,BC_A,GIRLS,52372,66000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,AERONAUTICAL  ENGINEERING,BC_A,GIRLS,109458,101000,JNTUH
Institute Name,Branch Name,BC_A,GIRLS,BC_A GIRLS,Tuition Fee,"TS
Affiliated To"
INSTITUTE OF AERONAUTICAL ENGINEERING,CIVIL ENGINEERING,BC_A,GIRLS,156840,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,55837,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,49928,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,39006,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,43505,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,BC_A,GIRLS,67417,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,133845,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,INFORMATION  TECHNOLOGY,BC_A,GIRLS,46940,101000,JNTUH
INSTITUTE OF AERONAUTICAL ENGINEERING,MECHANICAL ENGINEERING,BC_A,GIRLS,134360,101000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,145325,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BC_A,GIRLS,97405,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BC_A,GIRLS,156840,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION  ENGINEERING,BC_A,GIRLS,140398,62000,JNTUH
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BC_A,GIRLS,60452,62000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BC_A,GIRLS,146593,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,BC_A,GIRLS,143764,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BC_A,GIRLS,137974,95000,JNTUH
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BC_A,GIRLS,128302,95000,JNTUH
